Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles,HowTo
1431,FYR2 Single-Arm Kettlebell Swing,"The FYR2 Single-Arm Kettlebell Swing involves swinging a single kettlebell from between the legs to shoulder height with one arm, promoting unilateral strength and coordination.",Strength,Lats,Kettlebells,Intermediate,,,"Lats, Shoulders, Biceps","1. Stand with feet shoulder-width apart, holding a single kettlebell between your legs with one hand. 2. Hinge at your hips and swing the kettlebell back between your legs. 3. Drive through your hips to swing the kettlebell forward to shoulder height with one arm. 4. Focus on maintaining balance and engaging your core throughout the movement. 5. Control the descent back to the starting position."
1432,PJR pull-over-,"The PJR pull-over is a triceps-focused version of the pull-over exercise, usually performed on either a flat or slightly inclined bench. The low position of the movement stretches the triceps—particularly the long head of the muscle—while the top position is a triceps press that contracts all three heads. It can be done in any type of strength or muscle-focused workout, in traditional muscle-building rep ranges, such as 8-12 reps, or for higher reps.",Strength,Lats,Dumbbell,Intermediate,,,"Lats, Triceps, Chest","To perform the PJR pull-over, lie on a flat or slightly inclined bench with a dumbbell held above your chest. Lower the dumbbell behind your head while keeping your arms slightly bent, feeling the stretch in your triceps. Return to the starting position by pressing the dumbbell back up, engaging all three heads of the triceps. Aim for 8-12 reps."
1433,Dumbbell seal row,"The dumbbell seal row is a weighted exercise targeting the muscles of the middle back, including the lats (latissimus dorsi) and rhomboids. It can be performed on a special elevated bench, on a bench placed on top of boxes or benches, or on a bench with a slight incline. The higher the bench, the greater the range of motion and stretch at the bottom of the movement. It is usually performed as an assistance movement for back strength and muscle growth, in rep ranges of 8-12 reps per set or higher.",Strength,Lats,Dumbbell,Intermediate,,,"Lats, Rhomboids, Trapezius","To perform the dumbbell seal row, lie face down on an elevated bench with a dumbbell in each hand. Keep your arms extended towards the floor. Pull the dumbbells towards your torso, squeezing your shoulder blades together at the top of the movement. Lower the dumbbells back to the starting position with control. Perform 8-12 reps."
1434,Incline Dumbbell Row - Gethin Variation,The incline dumbbell row is an upper body isolation exercise targeting the lower lats and upper back muscles.,Strength,Lats,Dumbbell,Intermediate,,,"Lats, Upper Back","To perform the incline dumbbell row (Gethin Variation), set an incline bench at a 30-45 degree angle. Lie face down on the bench with a dumbbell in each hand. Pull the dumbbells towards your lower rib cage, focusing on squeezing your lats and upper back. Lower the weights back down with control. Aim for 8-12 reps."
1435,FYR Bent-Over Dumbbell Row,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Lats,Dumbbell,Intermediate,,,"Lats, Lower Trapezius, Rear Deltoids","To perform the FYR bent-over dumbbell row, stand with your feet shoulder-width apart, holding a dumbbell in each hand. Bend at the hips and knees, keeping your back straight. Pull the dumbbells towards your waist, squeezing your upper back muscles at the top. Lower the dumbbells back down with control. Perform 8-12 reps."
1436,Straight-Arm Dumbbell Pull-Over - Gethin Variation,"The straight-arm dumbbell pull-overpull-over was a staple exercise of the Golden Era of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise hits the bottom of the pecs, the lats, the abs, and the triceps.",Strength,Lats,Dumbbell,Intermediate,,,"Lats, Pecs, Abs, Triceps","To perform the straight-arm dumbbell pull-over (Gethin Variation), lie on a flat bench with a dumbbell held above your chest with both hands. Keeping your arms straight, lower the dumbbell back behind your head until you feel a stretch in your lats and pecs. Return to the starting position by raising the dumbbell back up. Aim for 8-12 reps."
1437,Bent-Over Dumbbell Row - Gethin Variation,"The dumbbell bent-over row is a popular exercise to develop and strengthen the muscles of the upper and middle back, like the latissimus (lat), lower trapezius, and rear deltoids. It can work equally well in strength, muscle-building, or circuit-style fat-loss workouts.",Strength,Lats,Dumbbell,Intermediate,,,"Lats, Lower Trapezius, Rear Deltoids","To perform the bent-over dumbbell row (Gethin Variation), stand with your feet shoulder-width apart, holding a dumbbell in each hand. Bend at the hips and knees, keeping your back straight. Pull the dumbbells towards your waist, focusing on squeezing your upper back muscles. Lower the dumbbells back down with control. Perform 8-12 reps."
1438,Bent-over dumbbell rear delt fly,"The bent-over dumbbell rear delt fly is a popular upper-body exercise that targets the muscles on the back of the shoulder joint, specifically the rear head of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",Strength,Lats,Dumbbell,Intermediate,,,"Lats, Rear Deltoids","To perform the bent-over dumbbell rear delt fly, stand with your feet shoulder-width apart and bend at the hips until your torso is nearly parallel to the ground. Hold a dumbbell in each hand with your palms facing each other. Raise the dumbbells out to the side, squeezing your shoulder blades together at the top. Lower the dumbbells back down with control. Aim for 10-15 reps."
1439,Band Resisted Dumbbell Row,"The Band Resisted Dumbbell Row is an effective exercise for targeting the upper back, specifically the latissimus dorsi, rhomboids, and trapezius muscles. This exercise involves using a resistance band in conjunction with a dumbbell to increase the difficulty and engage stabilizing muscles. To perform the exercise, anchor the resistance band securely, hold a dumbbell in one hand, and bend forward slightly at the hips. Pull the dumbbell towards your torso while keeping your elbow close to your body, then lower it back down with control. This movement helps improve strength, posture, and overall upper body stability.",Strength,Lats,Dumbbell,Intermediate,,,"Lats, Rhomboids, Trapezius","To perform the band resisted dumbbell row, anchor a resistance band securely at a low point. Hold a dumbbell in one hand and bend forward slightly at the hips. Pull the dumbbell towards your torso while keeping your elbow close to your body, feeling the resistance from the band. Lower the dumbbell back down with control. Perform 8-12 reps."
1440,Holman Right Arm Weighted Half Jack,"A dynamic exercise that combines a half jack movement with added resistance using a weight in the right arm, targeting the shoulders, arms, and core.",Strength,Lats,Dumbbell,Intermediate,,,"Lats, Shoulders, Core","Stand with feet shoulder-width apart, holding a weight in your right arm. Perform a half jack by jumping your feet out to the sides while raising your right arm overhead. Return to the starting position and repeat."
1441,Holman Left Arm Weighted Half Jack,"A dynamic exercise that combines a half jack movement with added resistance using a weight in the left arm, targeting the shoulders, arms, and core.",Strength,Lats,Dumbbell,Intermediate,,,"Lats, Shoulders, Core","Stand with feet shoulder-width apart, holding a weight in your left arm. Perform a half jack by jumping your feet out to the sides while raising your left arm overhead. Return to the starting position and repeat."
