Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles,HowTo
1492,AM Wide-Grip Pull-Down,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Strength,Back,Cable,Beginner,,,"Latissimus Dorsi, Biceps","1. Sit at a lat pull-down machine and adjust the knee pad to fit snugly against your thighs. 2. Grasp the wide grip bar with an overhand grip. 3. Pull the bar down towards your chest while leaning back slightly. 4. Slowly return the bar to the starting position, controlling the weight."
1493,UP Lat Pull-Down,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Strength,Back,Cable,Beginner,,,"Latissimus Dorsi, Biceps","1. Sit at a lat pull-down machine and adjust the knee pad to fit snugly against your thighs. 2. Grasp the wide grip bar with an overhand grip. 3. Pull the bar down towards your chest while leaning back slightly. 4. Slowly return the bar to the starting position, controlling the weight."
1494,Reverse-grip lat pull-down,"The reverse-grip lat pull-down is variation on the lat pull-down that targets the lower lats more than an overhand grip. Because the hands are relatively close together, it also increases the range of motion beyond wider-grip pull-down variations. It can be performed for low reps, such as 5-6 per set, for back strength, or for higher reps for size.",Strength,Back,Machine,Intermediate,8.5,Average,"Latissimus Dorsi, Rhomboids, Biceps","1. Sit at a lat pull-down machine and adjust the knee pad to fit snugly against your thighs. 2. Grasp the close-grip bar with an underhand grip. 3. Pull the bar down towards your chest while keeping your elbows close to your body. 4. Slowly return the bar to the starting position, maintaining control throughout the movement."
1495,Machine seated row,"The machine seated row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. There is a wide variety of seated row machines, but most of them approximate the motion of a free-weight row, but in an upright, forward-facing position. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout.",Strength,Back,Machine,Average,8.4,Average,"latissimus dorsi, rhomboids, trapezius",1. Sit at the machine with your feet on the platform. 2. Grab the handles with both hands. 3. Pull the handles towards your torso while keeping your back straight. 4. Squeeze your shoulder blades together at the end of the movement. 5. Slowly return to the starting position.
1496,Machine-assisted pull-up,"The machine-assisted pull-up takes a classic back-building exercise and adds assistance to make the movement easier than the bodyweight version. The amount of assistance can easily be changed by moving the pin in the stack. While some people use this variation as a substitute for pull-ups or as an assistance exercise for pull-ups, it is also effective as a way to perform the pull-up motion in traditional muscle-building ranges. This variation is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or back-focused training.",Strength,Back,Machine,Beginner,8.2,Average,"latissimus dorsi, biceps","1. Adjust the assistance weight on the machine. 2. Grab the pull-up handles with an overhand grip. 3. Step onto the platform and let your arms extend fully. 4. Pull yourself up until your chin is above the bar, using the assistance as needed. 5. Lower yourself back down slowly."
1497,Single-arm pull-down,"The single-arm pull-down is a variation on the lat pull-down that is performed one arm at a time, usually with a D-shaped handle and a cable stack. Many lifters find they can feel the lat (latissimus dorsi) muscles working better with single-arm variations.",Strength,Back,Machine,Average,7.3,Average,latissimus dorsi,1. Attach a D-shaped handle to the cable stack. 2. Stand or kneel beside the machine and grab the handle with one hand. 3. Pull the handle down towards your shoulder while keeping your elbow close to your body. 4. Slowly return to the starting position. 5. Repeat for the desired number of reps before switching arms.
1498,Chest-Supported Smith Machine Row - Gethin Variation,The Chest-Supported Smith Machine Row - Gethin Variation is a rowing exercise that targets the back muscles while providing support to the chest. This helps to isolate the back muscles more effectively.,Strength,Back,Machine,Intermediate,,,"latissimus dorsi, rhomboids, trapezius",1. Set the Smith machine bar at an appropriate height. 2. Lie face down on the bench with your chest supported. 3. Grab the bar with an overhand grip. 4. Pull the bar towards your chest while squeezing your shoulder blades together. 5. Lower the bar back down slowly.
1499,Single-arm machine high row,"The single-arm machine high row is a machine-based exercise targeting the back muscles, including the lats, rhomboids, and middle and lower traps. It approximates the motion of a free-weight row, but uses a selectorized weight-stack or plate-loaded machine. Many such machines also allow you to choose between different grips and grip widths. Machine-based rows are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or back-focused portion of a workout.",Strength,Back,Machine,Average,,,"latissimus dorsi, rhomboids, trapezius",1. Sit at the machine and adjust the seat height. 2. Grab the handle with one hand. 3. Pull the handle towards your torso while keeping your back straight. 4. Squeeze your shoulder blades together at the end of the movement. 5. Slowly return to the starting position.
1500,Machine Pull-Over - Gethin Variation,"The Machine Pull-Over is designed to target the back muscles, particularly the lats. It helps in developing upper body strength and improving posture.",Strength,Back,Machine,Average,,,"Latissimus Dorsi, Rhomboids, Trapezius","1. Sit on the machine with your back against the pad. 2. Grasp the handles with both hands. 3. Pull the handles down and back, engaging your lats. 4. Slowly return to the starting position."
1501,Seated Machine Row - Gethin Variation,"The machine seated row is an exercise targeting the back muscles, emphasizing the mid- to upper-back.",Strength,Back,Machine,Average,,,"Latissimus Dorsi, Rhomboids, Biceps",1. Sit at the machine with your feet on the platform. 2. Grasp the handles with both hands. 3. Pull the handles towards your torso while keeping your back straight. 4. Slowly return to the starting position.
1502,Wide-Grip Machine Row,"The Wide-Grip Machine Row targets the back muscles, focusing on the lats and upper back. It is beneficial for developing a wider back and improving overall strength.",Strength,Back,Machine,Average,,,"Latissimus Dorsi, Rhomboids, Trapezius",1. Sit on the machine and adjust the seat height. 2. Grasp the wide grip handles. 3. Pull the handles towards your chest while squeezing your shoulder blades together. 4. Slowly return to the starting position.
1503,King Maker Lat Pull-Down,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Strength,Back,Machine,Beginner,,,"Latissimus Dorsi, Rhomboids, Biceps",1. Sit at the lat pull-down machine and adjust the knee pad. 2. Grasp the bar with a wide grip. 3. Pull the bar down towards your chest while keeping your back straight. 4. Slowly return to the starting position.
