Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles
1880,Kettlebell power clean,"The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Power,Full Body,Kettlebells,Intermediate,0.0,,"Shoulders, Arms, Back, Legs"
1881,Kettlebell fire feet,"Kettlebell fire feet is a dynamic movement that works most of the major muscle groups in the body simultaneously, while also elevating the heart rate. It's a great movement to include in kettlebell or bodyweight circuit training to increase fatigue and burn serious calories.",Cardio,Full Body,Kettlebells,Intermediate,0.0,,"Legs, Arms, Shoulders, Back, Abdominals"
1882,Single Arm Overhead Kettlebell Squat,"The single-arm kettlebell overhead squat is a popular kettlebell movement performed while holding a single kettlebell in a locked-out overhead position. It targets the muscles of the lower body dynamically, while also challenging and building shoulder stability and upper-back mobility. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.",Strength,Legs,Kettlebells,Intermediate,0.0,Average,"Quadriceps, Hamstrings, Glutes, Shoulders, Core"
1883,Pulsing goblet squat,"The pulsing goblet squat is a simple way to make a popular squat variation more taxing for the lower body and cardiovascular system. They can be done for time or reps, allowing you to get a significant training effect from a light weight in circuit-style training.",Strength,Legs,Kettlebells,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Calves"
1884,Double-kettlebell alternating lunge to clean,"The double-kettlebell alternating lunge to clean is a combination of kettlebell moves in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow.",Strength,Legs,Kettlebells,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Calves"
1885,FYR Goblet Squat,"The goblet squat is a popular lower-body exercise where you hold a kettlebell or dumbbell in front of your chest as if you are supporting a heavy cup or goblet. It can help lifters of all levels improve their squat technique and hip mobility, but can also work as a muscle-building or strength accessory movement for experienced athletes. It also works well in combinations, complexes, and flows with other kettlebell movements like swings, presses, and cleans.",Strength,Legs,Kettlebells,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Calves"
1886,FYR Kettlebell Sumo Squat,"The kettlebell sumo squat is a lower-body movement emphasizing the muscles of the hips, glutes, and quads. It shares attributes with both the kettlebell deadlift and the goblet squat, but is usually performed with a wider stance and the feet pointed more outward, similar to a sumo deadlift. Its unique stance helps the lifter keep an upright torso, as well as emphasize stretching the hips and adductor muscles.",Strength,Legs,Kettlebells,Intermediate,,,"Glutes, Quads, Adductors, Hamstrings"
1887,Double-kettlebell front squat,"The double-kettlebell front squat is a popular kettlebell movement performed while holding two kettlebells in the front-racked position. It targets the muscles of the lower body dynamically, and the muscles of the upper back and core isometrically. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Legs,Kettlebells,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Core, Upper Back"
1888,FYR Kettlebell Squat Clean,"The kettlebell squat clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Power,Legs,Kettlebells,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Shoulders"
1889,Single-arm kettlebell front squat,"The single-arm kettlebell front squat is a popular kettlebell movement performed while holding a single kettlebell in the front-racked position. It targets the muscles of the lower body dynamically, and the muscles of the upper back and core isometrically. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.",Strength,Legs,Kettlebells,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Core, Upper Back"
1890,Kettlebell front rack lunge,"The kettlebell front rack lunge is a dynamic leg and core exercise in which a lifter performs lunges while holding a single kettlebell in the front-racked position. It is a unique coordination challenge, but also challenging to the musculature of the abdomen, lower body, shoulders, and upper back. It is most commonly performed for higher reps, such as 10-15 reps per side, or for time. It can work in circuit-style workouts, as well as in muscle or strength-focused workouts.",Strength,Legs,Kettlebells,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Core, Shoulders, Upper Back"
1891,HM Turkish Get-Up,"The Turkish Get-Up is a full-body exercise that involves transitioning from a lying position to a standing position while holding a weight overhead. It enhances stability, strength, and coordination throughout the entire body.",Strength,Full Body,Kettlebells,Intermediate,,,"Core, Shoulders, Legs"
1892,HM Single-Leg Romanian Deadlift,"The Single-Leg Romanian Deadlift is a strength exercise that targets the hamstrings and glutes. It involves balancing on one leg while lowering a weight towards the ground, engaging the core for stability.",Strength,Legs,Kettlebells,Intermediate,,,"Hamstrings, Glutes, Lower Back"
1893,Taylor Single-Arm Kettlebell Front Squat,"The Taylor Single-Arm Kettlebell Front Squat is a strength exercise that targets the lower body while also engaging the core for stability. This exercise involves holding a kettlebell in one hand while performing a squat, challenging balance and strength.",Strength,Legs,Kettlebells,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Core"
1894,Taylor Kettlebell Goblet Squat,"The Taylor Kettlebell Goblet Squat is a lower body exercise that targets the legs and glutes. It involves holding a kettlebell close to your chest while performing a squat, which helps improve strength and stability.",Strength,Legs,Kettlebells,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
1895,Goblet squat-,"The goblet squat is a popular lower-body exercise where you hold a kettlebell or dumbbell in front of your chest as if you are supporting a heavy cup or goblet. It can help lifters of all levels improve their squat technique and hip mobility, but can also work as a muscle-building or strength accessory movement for experienced athletes. It also works well in combinations, complexes, and flows with other kettlebell movements like swings, presses, and cleans.",Strength,Legs,Kettlebells,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Calves"
1896,Holman Kettlebell Squat Clean,The Holman Kettlebell Squat Clean is a dynamic exercise that combines a squat with a kettlebell clean. It targets the legs and core while improving overall strength and coordination.,Strength,Legs,Kettlebells,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Core"
1897,Holman Kettlebell Swing,"The Holman Kettlebell Swing is a dynamic exercise that targets multiple muscle groups, primarily focusing on the posterior chain. It involves swinging a kettlebell from between the legs to shoulder height, engaging the core and improving overall strength and power.",Strength,Full Body,Kettlebells,Intermediate,,,"Glutes, Hamstrings, Quadriceps, Core, Shoulders"
1898,Holman Kettlebell Swing Transfer,The Holman Kettlebell Swing is a dynamic exercise that targets multiple muscle groups. It primarily focuses on developing strength and power in the lower body while also engaging the core and shoulders.,Strength,Full Body,Kettlebells,Intermediate,,,"Glutes, Hamstrings, Quadriceps, Core, Shoulders"
1899,Dumbbell goblet squat-,"The goblet squat is a popular lower-body exercise in which a dumbbell or kettlebell is held in front of the chest with two hands, approximating how you might hold a heavy goblet. It is used as a teaching tool to help instruct and develop proper squat form, but is also effective for building size in the quads, glutes, and hamstrings. It can be performed for low reps to build strength, or for higher reps to build muscle and conditioning.",Strength,Legs,Kettlebells,Intermediate,,,"Quadriceps, Glutes, Hamstrings"
